cancerType	TF.ChIPseq	totalTFBS	totalSamples	bmr	activeTFBS	nSNVs	nSamples	pvalue.poibin	pvalue.binom	pvalue.pois	expVal.poibin	expVal.binom	expVal.pois	sigVal.poibin	sigVal.binom	sigVal.pois
Head-SCC	ERP000380.CTCF.MCF7_E2	11890423	56	0.934880770243495	2080795	536	54	0.209173082816022	0.284974906627874	0.428220531600218	52	53	52	54	55	65
Head-SCC	ENCSR000DMV.CTCF.MCF7	20366728	56	0.96936262968258	4030483	1060	54	0.847013247270508	0.754280027428662	0.533464932222411	54	54	54	56	56	67
Head-SCC	GSE23730.ERG.MCF7	14122669	56	0.981055295324389	7385279	2089	55	0.721625167105073	0.713162847220704	0.514659841759876	55	55	55	56	56	67
Head-SCC	ERP000380.CTCF.MCF7_TAM	11024097	56	0.927438659069655	1915452	531	54	0.142670370016654	0.218006596778047	0.405580086924073	52	52	52	54	55	64
Head-SCC	GSE41820.ARNT.MCF7	60988959	56	0.908154622107734	1599598	369	51	0.602447824403049	0.589719114469105	0.510617845964952	51	51	51	53	54	63
Head-SCC	ENCSR000BUK.GABPA.MCF7	6068977	56	0.970487829484314	4200743	1281	55	0.419494916138556	0.504988482442379	0.48271228963788	54	55	54	56	56	67
Head-SCC	GSE51274.GATA3.MCF7	16735521	56	0.883180591975493	1324329	324	53	0.0499221640288696	0.0947532043269559	0.32573210647254	50	50	49	52	53	61
Head-SCC	GSE23852.FOXA1.MCF7_E2	15045281	56	0.793161605486489	800622	192	45	0.496209595486482	0.502121329979183	0.485039680246118	44	45	44	48	49	56
Head-SCC	GSE68355.ESR1.MCF7_R5020	27974567	56	0.959809920067096	3085160	850	54	0.630182978314807	0.607815858649852	0.504482896791693	54	54	54	55	56	66
Head-SCC	GSE68355.ESR1.MCF7_PROG	32812056	56	0.973537220693165	4773994	1301	55	0.499415458493397	0.561723273554951	0.491952581125242	54	55	54	56	56	67
Head-SCC	GSE68355.ESR1.MCF7	17569914	56	0.904738021340779	1555104	441	53	0.144772019822728	0.207014611136446	0.389912203873685	51	51	50	53	54	63
Head-SCC	GSE23852.TFAP2C.MCF7_E2	11991285	56	0.963320880015022	3356857	1072	55	0.27236715588562	0.386393200293093	0.460963986686339	54	54	54	55	56	66
Head-SCC	ERP003844.ESR1.MCF7_LY2	26814405	56	0.97050010573207	4202706	1261	56	0.0730410261282818	0.186961797224056	0.429246407649141	54	55	54	56	56	67
Head-SCC	ENCSR000BST.GATA3.MCF7	24149589	56	0.94868290082487	2508233	784	55	0.108144794215611	0.210862687248075	0.416642567947944	53	53	53	55	56	65
Head-SCC	ERP000783.ESR1.MCF7	26945331	56	0.872501243738167	1233486	325	53	0.0280990909125727	0.0619485945133227	0.295264055022422	49	49	49	52	53	61
Head-SCC	ERP000901.CREBBP.MCF7_E2	24526377	56	0.97381089501563	4835283	1448	54	0.928232728888854	0.818972459296906	0.546844979619852	55	55	54	56	56	67
Head-SCC	ENCSR000BUY.NR2F2.MCF7	16183180	56	0.953050098026448	2697808	873	55	0.143015829786058	0.254401933383127	0.429828816774837	53	54	53	55	56	66
Head-SCC	ERP001226.FOXA1.MCF7	19842160	56	0.743325634079037	639692	155	42	0.524783348305406	0.525344524675724	0.497469389939066	42	42	41	46	47	53
Head-SCC	GSE21234.TFAP2C.MCF7	18546489	56	0.944751681646958	2364692	659	51	0.963868432576044	0.912166257873225	0.621798037102821	53	53	53	55	55	65
Head-SCC	GSE36351.TFAP2C.MCF7	18546914	56	0.944753277407908	2364746	660	51	0.963875444114851	0.912175591414036	0.621802677340172	53	53	53	55	55	65
Head-SCC	ERP000380.ESR1.MCF7_SHFOXA1_E2	3894792	56	0.438814992359561	197724	39	22	0.831358044682238	0.795459607842439	0.725458168003066	25	25	24	30	31	33
Head-SCC	ERP005838.NRIP1.MCF7_E2	16987668	56	0.928800948288455	1943356	534	53	0.393136141646525	0.428817574461642	0.463918183277577	52	52	52	54	55	64
Head-SCC	ERP001226.AR.MCF7	15727286	56	0.847357711988215	1059635	311	53	0.00653504760719448	0.0209044148970534	0.228379124299131	48	48	47	51	52	59
Head-SCC	GSE41561.ESR1.MCF7	15730101	56	0.847317085131492	1059390	310	53	0.00651894246296647	0.020865866009911	0.22827740573968	48	48	47	51	52	59
Head-SCC	ERP000209.ESR1.MCF7_E2	14876286	56	0.870349979641837	1216607	299	53	0.0249420479083429	0.0567090623639915	0.289259455246721	49	49	49	52	53	60
Head-SCC	ERP005838.NRIP1.MCF7	13409476	56	0.940585831127524	2233643	646	54	0.276713936789378	0.345914841578219	0.445659661637496	53	53	53	55	55	65
Head-SCC	GSE40129.ESR1.MCF7_SICTR_E2	13271876	56	0.77786948717219	745435	211	50	0.00805714160308246	0.0218441421527944	0.182656287754718	44	44	43	48	48	55
Head-SCC	ERP000901.NCOA2.MCF7_E2	9403229	56	0.880568463199298	1300941	361	52	0.130968147570125	0.185852828395397	0.369582979654707	49	49	49	52	53	61
Head-SCC	GSE40129.ESR1.MCF7_SIGATA_E2	14071580	56	0.845110291912895	1046229	289	53	0.00569832711725682	0.0188674605073844	0.222785729562733	47	47	47	51	52	59
Head-SCC	ERP000380.ESR1.MCF7_SHCRT_E2	9160100	56	0.722810226945945	586668	147	47	0.0135167734444948	0.0312397683142347	0.171017985796264	41	41	40	45	46	51
Head-SCC	ENCSR000DMR.CTCF.MCF7	17089402	56	0.932382121985482	2021557	533	53	0.446280460640242	0.470570177088747	0.474993560720101	52	52	52	54	55	64
Head-SCC	ERP000209.RAD21.MCF7_E2	10285017	56	0.908893556016012	1609583	446	49	0.914138274250618	0.865818768009474	0.623700839550468	51	51	51	54	54	63
Head-SCC	ERP000209.RAD21.MCF7_E2_SHCTR	16560643	56	0.925422994262286	1875844	537	53	0.346784731142853	0.391278621363208	0.453470649924328	52	52	52	54	55	64
Head-SCC	ERP000209.CTCF.MCF7_E2_SHCTR	17393385	56	0.932039002929686	2013738	522	53	0.441019287440165	0.466489541622513	0.473932666269109	52	52	52	54	55	64
Head-SCC	ENCSR000BTQ.RAD21.MCF7	15135435	56	0.866852275086759	1190068	333	49	0.524013693889103	0.526331775153205	0.492936684222309	49	49	48	52	52	60
Head-SCC	ENCSR125ZYC.KLF9.MCF7	5026831	56	0.963119040075401	3339423	1011	55	0.269000821922625	0.38337084428617	0.460351320737324	54	54	54	55	56	66
Head-SCC	ERP000209.CTCF.MCF7_E2_SHCTCF	7259891	56	0.787856464535259	780795	213	42	0.847060959764781	0.806552839137096	0.645433652952515	44	44	44	48	49	55
Head-SCC	GSE70764.CTCF.MCF7	10233539	56	0.855683331160299	1112038	301	49	0.407615559917391	0.429835117821979	0.457015627891284	48	48	48	51	52	60
Head-SCC	ENCSR000DMS.CTCF.MCF7	9892285	56	0.836113427041291	995384	262	46	0.724236075037656	0.69435395274171	0.567351095495791	47	47	47	50	51	58
Head-SCC	ERP000783.CTCF.MCF7_TAM	7210531	56	0.844515777315682	1042732	278	46	0.79121562916744	0.753340861634486	0.594031147343444	47	47	47	51	52	59
Head-SCC	GSE41561.NR2F1.MCF7	42769202	56	0.984478171148065	9425020	2626	55	0.813315646868005	0.784105662765017	0.524948474316131	55	55	55	56	56	68
Head-SCC	GSE48930.AR.MCF7	13020525	56	0.956354660143103	2869598	830	55	0.176342894402951	0.292136477366474	0.439832671889524	54	54	53	55	56	66
Head-SCC	GSE60270.MED1.MCF7_SHCTR_E2	5696578	56	0.967232034635481	3753219	1174	54	0.801032735000198	0.722001954529589	0.527027361264905	54	54	54	56	56	67
Head-SCC	GSE60270.MED1.MCF7_SHCTR	7734385	56	0.974486843190967	4994985	1551	55	0.526237856293622	0.580060219730417	0.494827304532951	55	55	54	56	56	67
Head-SCC	GSE46055.KDM5B.MCF7	5643339	56	0.962091812657439	3254417	1000	55	0.252459899901777	0.368261831485055	0.457233430247318	54	54	54	55	56	66
Head-SCC	ENCSR000DWH.CTCF.MCF7	17403425	56	0.919763518821725	1774085	446	53	0.277761912364078	0.332857521435648	0.435985423706229	52	52	51	54	55	64
Head-SCC	ENCSR000AHD.CTCF.MCF7	12789991	56	0.844860802798597	1044759	289	49	0.307026499441242	0.343705164468061	0.422242910531459	47	47	47	51	52	59
Head-SCC	ENCSR000DMP.MYC.MCF7	1149267	56	0.791732809333814	795207	285	47	0.199087503551423	0.243470232837387	0.364242302332006	44	44	44	48	49	56
Head-SCC	ERP000209.RAD21.MCF7_E2_SHCTCF	9644842	56	0.947445601020734	2460647	716	55	0.0998608503816489	0.199751534333737	0.412915662967708	53	53	53	55	55	65
Head-SCC	GSE72249.FOXA1.MCF7	22240817	56	0.973711438510579	4812793	1395	55	0.504274371141977	0.565065090849724	0.492480091287521	55	55	54	56	56	67
Head-SCC	ENCSR000BTP.HDAC2.MCF7	11449482	56	0.964343849114278	3449246	1075	55	0.290035478309805	0.401982058591054	0.46406918852677	54	54	54	55	56	66
Head-SCC	GSE41820.AHR.MCF7	33044034	56	0.903802580145106	1543377	357	52	0.321720626997397	0.364065866811096	0.441274868261436	51	51	50	53	54	63
Head-SCC	ENCSR663ZZZ.MNT.MCF7	17952775	56	0.981976538506599	7873496	2258	55	0.747729562785111	0.732311306625079	0.517432552861531	55	55	55	56	56	67
Head-SCC	ENCSR000BSU.JUND.MCF7	4064916	56	0.782228199042138	760565	278	50	0.0101473135221871	0.0259944355908099	0.192829078995954	44	44	44	48	49	55
Head-SCC	ENCSR000BSR.CEBPB.MCF7	13025822	56	0.882052736917254	1314131	404	50	0.496367227740988	0.50413695378042	0.484563356578088	49	50	49	52	53	61
Head-SCC	ENCSR000BUX.EGR1.MCF7	2196394	56	0.882164086757046	1315131	495	51	0.298783069200954	0.340512882147225	0.428795780463332	49	50	49	52	53	61
Head-SCC	ENCSR954WVZ.ESRRA.MCF7	4516950	56	0.851938494931533	1087912	305	49	0.371161369174011	0.399028332193543	0.444965775593599	48	48	48	51	52	59
Head-SCC	GSE23852.TFAP2C.MCF7_ETOH	13198710	56	0.965458297818981	3558315	1103	55	0.310476545679894	0.419479424900448	0.467452056279411	54	54	54	55	56	66
Head-SCC	ENCSR000EWS.GATA3.MCF7	5950657	56	0.546922355415138	297955	67	31	0.516224345376009	0.515332448050324	0.497139132537666	31	31	30	36	37	40
Head-SCC	GSE80808.FOXA1.MCF7	13108468	56	0.817664198645461	903249	239	47	0.393816337780283	0.416685137632461	0.44851954913611	46	46	46	50	50	57
Head-SCC	GSE54592.ESR1.MCF7_LY2_ETOH	10984516	56	0.88411979726143	1332940	433	53	0.0524368880586789	0.0982503931543306	0.328460139771656	50	50	49	53	53	61
Head-SCC	GSE68355.PGR.MCF7_R5020	20287631	56	0.962778806183796	3310593	947	55	0.263413623102975	0.378316034154116	0.459318592843135	54	54	54	55	56	66
Head-SCC	GSE60270.FOXA1.MCF7_E2	21756395	56	0.91367766924283	1677660	456	53	0.215525413314868	0.276716299589614	0.417243008354514	51	51	51	54	54	63
Head-SCC	GSE60270.GATA3.MCF7_E2	2905181	56	0.434918446121808	194727	38	21	0.886554856859172	0.850794907546275	0.778873268248028	24	24	24	30	30	33
Head-SCC	GSE72249.FOXA1.MCF7_DEX	20084046	56	0.952679212975616	2680216	799	54	0.476854141250898	0.502052028575945	0.482699411188094	53	54	53	55	56	66
Head-SCC	GSE72249.FOXA1.MCF7_E2	20462464	56	0.934215643259606	2064617	595	52	0.735564597878684	0.692511235223476	0.535842988102347	52	52	52	54	55	64
Head-SCC	GSE68355.PGR.MCF7_PROG	29558101	56	0.975563174452369	5276061	1524	55	0.557538298802783	0.601186494620055	0.498083662044367	55	55	54	56	56	67
Head-SCC	GSE40129.FOXA1.MCF7_SICTR	19869711	56	0.842120192496207	1028844	260	50	0.149241934812805	0.198417779980167	0.358563823508167	47	47	47	51	51	59
Head-SCC	GSE40129.GATA3.MCF7_E2	7230604	56	0.354061937429371	139758	33	19	0.660324889354791	0.640031110836336	0.603894477701791	20	20	20	25	26	27
Head-SCC	GSE29073.GATA3.MCF7_DMSO	2093721	56	0.335894328549159	129060	25	19	0.534282720172808	0.528731162433536	0.513128326701599	19	19	19	24	25	26
Head-SCC	ERP000380.FOXA1.MCF7_E2_TAM	14794653	56	0.676461119417804	486632	120	41	0.187616816262504	0.229695013200254	0.32726566832444	38	38	38	43	44	48
Head-SCC	GSE29073.GATA3.MCF7_E2	4309448	56	0.517516573331008	266967	64	29	0.559349965106063	0.55170380338383	0.523288986648695	29	29	29	34	35	38
Head-SCC	GSE44737.MBD3.MCF7	5422209	56	0.913424259876533	1673896	380	54	0.0663470570356242	0.126407783056775	0.363527537686039	51	51	51	54	54	63
Head-SCC	ENCSR557JTZ.GTF2F1.MCF7	7625911	56	0.97394955883202	4867060	1437	55	0.510961670819007	0.569649078589545	0.493201009630497	55	55	54	56	56	67
Head-SCC	ENCSR468LUO.SIN3A.MCF7	21858991	56	0.986104650741763	10627757	2805	55	0.851039250259827	0.817191966976491	0.529823672149582	55	55	55	56	56	68
Head-SCC	ERP000901.NCOA3.MCF7_E2	8420303	56	0.842806341999805	1032789	308	50	0.15303143924196	0.202247258561153	0.360675328520182	47	47	47	51	51	59
Head-SCC	ENCSR636EYA.CTBP1.MCF7	20293484	56	0.976734661342322	5624264	1668	55	0.592429951587633	0.624554615306008	0.501625320761667	55	55	55	56	56	67
Head-SCC	ERP000380.ESR1.MCF7_E2_TAM	3237854	56	0.581166503732121	338521	100	40	0.0123733940100301	0.027988633207841	0.113625513048025	33	33	32	38	39	42
Head-SCC	GSE41561.KLF4.MCF7	3165526	56	0.8982636935866	1477572	517	54	0.0274252129343832	0.0666094352770209	0.319374335970344	50	50	50	53	54	62
Head-SCC	GSE60270.ESR1.MCF7_E2	9181088	56	0.699597679057067	533552	126	43	0.123616496536005	0.166635015763701	0.291190038810609	39	39	39	44	45	50
Head-SCC	ENCSR017CEO.CUX1.MCF7	7858964	56	0.877163485210296	1271629	373	51	0.253274889237547	0.300113708823955	0.413110643195239	49	49	49	52	53	61
Head-SCC	GSE48930.ESR1.MCF7	21344189	56	0.974640185425725	5032947	1492	54	0.940222561062402	0.830451956699598	0.549329518400657	55	55	54	56	56	67
Head-SCC	GSE59530.ESR1.MCF7_E2_TNF	6067263	56	0.593989325915642	355143	97	42	0.00355762145198424	0.0109114783796755	0.0803922539842652	33	33	33	38	39	43
Head-SCC	GSE60270.TFAP2A.MCF7_E2	8013597	56	0.950038937644308	2563258	827	53	0.74568983768002	0.693642393554978	0.529307556017316	53	53	53	55	56	65
Head-SCC	ENCSR000BUN.TCF12.MCF7	3184236	56	0.553501839033077	305350	130	38	0.0192734801795825	0.0388540288053535	0.123100928773771	31	31	31	36	37	40
Head-SCC	GSE59530.ESR1.MCF7_SHCTR_E2_TNF	8164030	56	0.903803384234993	1543387	452	53	0.138650023788828	0.200582236746577	0.38707316357506	51	51	50	53	54	63
Head-SCC	ERP000209.ESR1.MCF7	4472793	56	0.716494253339957	571548	195	44	0.115284643907863	0.158251872166749	0.290535620340019	40	40	40	45	46	51
Head-SCC	ENCSR000BTR.EP300.MCF7	3598700	56	0.557883102792403	310375	115	40	0.00411475314968279	0.0119786859615549	0.073888180313521	31	31	31	36	37	41
Head-SCC	ENCSR288IJC.MAZ.MCF7	10078116	56	0.978747869778041	6343083	1939	55	0.653266685703895	0.665470172285858	0.507704619676371	55	55	55	56	56	67
Head-SCC	ENCSR348JOJ.MTA1.MCF7	7390985	56	0.966699949500165	3691719	1045	54	0.789121446385333	0.713862369759276	0.525417027263547	54	54	54	56	56	67
Head-SCC	ERP000901.NCOA3.MCF7	27589451	56	0.914876556210673	1695724	442	51	0.688746366711687	0.658755287678676	0.53159077004964	51	51	51	54	54	63
Head-SCC	GSE55921.BRD4.MCF7	6081286	56	0.971330723842059	4341324	1128	55	0.440567915747884	0.520324598570265	0.485267653199367	54	55	54	56	56	67
Head-SCC	GSE55921.BRD4.MCF7_E2	5652072	56	0.97011720638726	4142589	1036	54	0.862435726436759	0.765553710273757	0.535740608947567	54	54	54	56	56	67
Head-SCC	ENCSR234VCE.DPF2.MCF7	14614819	56	0.931484570987759	2001256	524	54	0.176065186037299	0.252692682733749	0.417869531386329	52	52	52	54	55	64
Head-SCC	GSE23852.FOXA1.MCF7_ETOH	14514257	56	0.800180500260893	828068	238	48	0.139723602912573	0.185955490287545	0.336283620456633	45	45	45	49	50	56
Head-SCC	GSE72249.ESR1.MCF7_E2	6300776	56	0.522242184620655	271732	80	33	0.153466578753149	0.192201926656465	0.267135221469355	29	29	29	34	35	38
Head-SCC	GSE72249.NR3C1.MCF7_DEX	4584412	56	0.398570295924482	168405	53	25	0.245067746787928	0.274100937190764	0.312378899043661	22	22	22	28	28	30
Head-SCC	ERP000380.FOXA1.MCF7	11476797	56	0.831463822322394	970733	263	50	0.0992974166335699	0.145559231608917	0.326216257426185	47	47	46	50	51	58
Head-SCC	GSE40129.FOXA1.MCF7_SIGATA	24055121	56	0.836864785788647	999467	248	49	0.243043241240044	0.28650310636734	0.396732842538892	47	47	47	50	51	58
Head-SCC	GSE48096.ESR2.MCF7_C412_E2	274239	56	0.273998204861191	96338	19	14	0.728399178392642	0.703966424463166	0.6688831354321	15	15	15	20	21	22
Head-SCC	ENCSR197DJH.SREBF1.MCF7	2100384	56	0.719985715364363	579841	183	40	0.618833025512831	0.604146934275971	0.54103337144934	40	40	40	45	46	51
Head-SCC	ENCSR000BUI.FOSL2.MCF7	5738443	56	0.712745277673659	562818	220	46	0.0219999388975721	0.0449390780233851	0.186577788959044	40	40	40	45	45	51
Head-SCC	ENCSR155VDK.ZBTB11.MCF7	710497	56	0.733135024611163	612568	203	43	0.305609403191617	0.338550560559485	0.40127023729405	41	41	41	46	46	52
Head-SCC	GSE60270.TFAP2A.MCF7	2342579	56	0.824200421372162	934215	334	49	0.161204409495619	0.208750612994729	0.35693536219688	46	46	46	50	51	58
Head-SCC	GSE72249.NR3C1.MCF7	294381	56	0.272475345149491	95599	44	20	0.0788999264034937	0.10352734682872	0.139693099888057	15	15	15	20	21	22
Head-SCC	ENCSR000EWT.TCF7L2.MCF7	3301060	56	0.638624395713163	420338	128	41	0.0575509464850463	0.0918454636994833	0.211017137801094	36	36	36	41	42	46
Head-SCC	GSE41561.TLE3.MCF7	2735634	56	0.340408265473439	131668	33	20	0.438964921424906	0.445131088381306	0.445120673688408	19	19	19	24	25	27
Head-SCC	ERP002305.ESR1.MCF7_GLYC	5902330	56	0.670380117317006	475167	119	44	0.0201129274887866	0.0415591282043177	0.164790997347461	38	38	37	42	43	48
Head-SCC	ENCSR697CUP.HCFC1.MCF7	6889325	56	0.973526636411924	4771661	1428	54	0.923859695782429	0.814988062772851	0.545992594347116	54	55	54	56	56	67
Head-SCC	GSE71276.ESR1.MCF7_E2	5325511	56	0.869448095279106	1209659	351	53	0.0237186526788464	0.0546319599010948	0.286756370173293	49	49	49	52	53	60
Head-SCC	GSE59530.FOXA1.MCF7_TNF	7937271	56	0.841099777855693	1023025	292	50	0.143741191017263	0.192820075961267	0.35542954930472	47	47	47	51	51	59
Head-SCC	GSE60270.PRKDC.MCF7_E2	2267416	56	0.814239748499845	887686	290	51	0.0163154674509944	0.0379734231215432	0.230292273242137	46	46	45	49	50	57
Head-SCC	ERP000380.ESR1.MCF7_E2	4020800	56	0.593070829328012	353924	90	38	0.0832815044211888	0.12094710044721	0.22444191524617	33	33	33	38	39	43
Head-SCC	ERP000901.ESR1.MCF7_E2	5983989	56	0.662503145056784	460804	148	45	0.00537904725301497	0.0153118573215216	0.114272464439695	37	37	37	42	43	47
Head-SCC	ENCSR000BSP.REST.MCF7	3992448	56	0.653762358813527	445476	167	44	0.00946885953579202	0.0234014250411889	0.128765148380538	37	37	36	41	42	47
Head-SCC	ENCSR000BUJ.FOXM1.MCF7	2826772	56	0.653034281475635	444227	167	44	0.00914795904518628	0.0227944196251805	0.127309720746776	37	37	36	41	42	47
Head-SCC	ENCSR000BUO.TEAD4.MCF7	2161664	56	0.464450020937583	218372	108	37	0.000555006016769499	0.00241516379867157	0.024490253744453	26	26	26	31	32	35
Head-SCC	ENCSR427BBI.MLLT1.MCF7	2382468	56	0.76317712264968	697588	206	43	0.542876947573692	0.540755123447453	0.504323777864625	43	43	43	47	48	54
Head-SCC	ENCSR382WLL.ELK1.MCF7	2817282	56	0.944237844737884	2347467	701	52	0.864090742901337	0.7987514356125	0.566380459300996	53	53	53	55	55	65
Head-SCC	ENCSR176EXN.JUN.MCF7	1081751	56	0.527479687335883	277106	105	33	0.176017988536477	0.214414040899748	0.28557061261584	30	30	29	35	36	39
Head-SCC	ENCSR924TVL.RFX5.MCF7	3956464	56	0.913154533188721	1669910	488	52	0.43519626491951	0.457702276845028	0.470472060638491	51	51	51	54	54	63
Head-SCC	ENCSR094ZCF.CEBPG.MCF7	1524343	56	0.410492465451924	176726	42	26	0.214502092547778	0.24625188254967	0.29143553803587	23	23	23	28	29	31
Head-SCC	ENCSR546KCN.FOSL2.MCF7	4458134	56	0.697379092771348	528810	147	42	0.19954093767783	0.241464842441117	0.339430454636056	39	39	39	44	45	50
Head-SCC	ENCSR449UFF.ZKSCAN1.MCF7	3925559	56	0.636203112679271	416473	122	38	0.270111595221497	0.304950463442227	0.367375467928889	36	36	35	41	41	46
Head-SCC	GSE59530.ESR1.MCF7_SHFOXA1_E2_TNF	2598070	56	0.364416085115838	146102	29	21	0.48363873140303	0.48470660556519	0.47704065188709	20	20	20	26	26	28
Head-SCC	ENCSR135ANT.NRF1.MCF7	2445926	56	0.927413821916045	1914952	605	54	0.142483994769735	0.217805972877052	0.405504807443124	52	52	52	54	55	64
Head-SCC	ERP000901.NCOA1.MCF7	3435819	56	0.500650404229959	250579	67	29	0.441474296587061	0.45079515322649	0.452704454874034	28	28	28	33	34	37
Head-SCC	GSE59530.FOXA1.MCF7	6600541	56	0.73438206218509	615801	166	46	0.0541208239596878	0.0891728448808657	0.243157039511906	41	41	41	46	46	52
Head-SCC	GSE60270.FOXA1.MCF7	5072036	56	0.643573760269246	428369	100	38	0.316485931952975	0.346241568882912	0.39387785439576	36	36	36	41	42	46
Head-SCC	GSE59530.FOXA1.MCF7_E2	6804356	56	0.683582792756824	500499	134	43	0.0727803357000574	0.110748463680926	0.243054599574945	38	38	38	43	44	49
Head-SCC	GSE59530.ESR1.MCF7_E2	7086005	56	0.502393097853204	252229	62	34	0.0467041933264374	0.0754149772016348	0.155669062833554	28	28	28	33	34	37
Head-SCC	GSE55921.ESR1.MCF7_E2	1419394	56	0.302788914924033	110884	23	18	0.422736747094935	0.429874311436409	0.43175790188508	17	17	17	22	23	24
Head-SCC	GSE55921.ESR1.MCF7_E2_JQ1	1092825	56	0.260002588652763	89656	20	15	0.499744992696704	0.497473083461288	0.488715858882463	14	14	14	19	20	21
Head-SCC	ENCSR062HDL.HSF1.MCF7	218758	56	0.252975696929403	86392	40	17	0.209179548283611	0.232889652659781	0.2586737289173	14	14	14	19	20	21
Head-SCC	GSE68356.ESR1.MCF7_E2PG	6195635	56	0.574190298036185	329823	76	34	0.334701486231405	0.360460067093876	0.395535761284491	32	32	32	37	38	42
Head-SCC	GSE72249.ESR1.MCF7	1116711	56	0.120304438575671	34538	10	8	0.353966465254761	0.35937946744621	0.362171310733721	7	7	7	11	11	11
Head-SCC	GSE68356.ESR1.MCF7_E2	4658123	56	0.498805758084196	248843	61	31	0.210904996768879	0.246508211155829	0.305131975385054	28	28	28	33	34	37
Head-SCC	GSE27300.ESR1.MCF7_TLED	775061	56	0.245379852747912	82930	33	21	0.0118671494451634	0.0212158859436633	0.0409129442202042	14	14	14	19	19	20
Head-SCC	GSE60270.ESR1.MCF7_SHCTR	873155	56	0.212596388801528	68740	14	12	0.547594407756832	0.540204398714154	0.527541692300963	12	12	12	17	17	18
Head-SCC	ERP000380.ESR1.MCF7_TAM	1797259	56	0.379005281181873	155362	50	29	0.011655266058641	0.0238189285147223	0.0624616900841903	21	21	21	26	27	29
Head-SCC	GSE68356.ESR1.MCF7	2640379	56	0.337435860494073	129947	33	21	0.299457047006213	0.321000588464245	0.343883294439578	19	19	19	24	25	26
Head-SCC	GSE60270.ESR1.MCF7_SHGATA3_E2	801241	56	0.279636471339842	99100	26	17	0.382612638014356	0.393402824105398	0.400309278925008	16	16	15	21	21	22
Head-SCC	GSE60270.ESR1.MCF7_SHCTR_E2	3597394	56	0.577086125193202	333405	92	34	0.353653790537561	0.377029028102921	0.406668407029179	32	32	32	37	38	42
Head-SCC	GSE60270.MED1.MCF7_E2	1540465	56	0.606893692535939	372757	108	39	0.070986960747164	0.107227909682128	0.215900091872732	34	34	34	39	40	44
Head-SCC	GSE54855.ESR1.MCF7_E2_5M	423550	56	0.103854281436037	29215	4	4	0.86192399653808	0.846396414679611	0.831590617099499	6	6	6	10	10	10
Head-SCC	GSE60270.ESR1.MCF7_SHFOXA1_E2	375221	56	0.151202001293184	45130	11	9	0.479710414948816	0.477594654451031	0.472395870044287	8	8	8	13	13	14
Head-SCC	ERP000380.ESR1.MCF7	292946	56	0.155380461558368	46625	10	10	0.362559045128716	0.369530073213494	0.373303138404486	9	9	9	13	13	14
Head-SCC	ENCSR391JII.RCOR1.MCF7	3598856	56	0.823332967293275	930006	289	49	0.15645891354562	0.204019149799466	0.35424542175182	46	46	46	50	51	58
Head-SCC	ERP000901.NCOA2.MCF7	5002147	56	0.705217316446297	545812	189	43	0.146675467789346	0.190265024277011	0.308888007821836	40	40	39	44	45	50
Head-SCC	GSE59530.ESR1.MCF7_TNF	190996	56	0.0965845326656392	26929	15	14	0.000336613043347311	0.000705306202906986	0.00144791251878518	5	5	5	9	9	9
Head-SCC	GSE71276.ESR1.MCF7	476191	56	0.58742469345963	346528	103	36	0.202130637007448	0.241238233070411	0.316668634811676	33	33	33	38	39	43
Head-SCC	GSE60270.ESR1_P118.MCF7_SHCTR_E2	307551	56	0.108406699683742	30667	4	4	0.885147906654592	0.869800794492492	0.855000879931806	6	6	6	10	10	10
Head-SCC	GSE60270.ESR1_P118.MCF7_SHRARS_E2	21047	56	0.00749856240661405	1882	0	0	1	1	1	0	0	0	2	2	2
Head-SCC	GSE54855.ESR1.MCF7_E2_40M	1031228	56	0.254064810251432	86894	13	10	0.95214589631009	0.931425546219394	0.900947139369893	14	14	14	19	20	21
Head-SCC	GSE54855.ESR1.MCF7_E2_10M	1189575	56	0.22923264504859	75792	11	10	0.882920592067504	0.85683129742044	0.823151362815368	13	13	13	18	18	19
Head-SCC	ERP000380.ESR1.MCF7_TAMR_TAM	639787	56	0.0701014861335098	18929	2	2	0.919951067275628	0.910834526672451	0.902822903975921	4	4	4	7	7	7
Head-SCC	ERP000380.ESR1.MCF7_TAMR	604303	56	0.0702620377364123	18976	2	2	0.920615612662499	0.911516685756419	0.903516906063391	4	4	4	7	7	7
Head-SCC	GSE54855.ESR1.MCF7_E2_2M	266746	56	0.0722825053295865	19569	5	5	0.379732773080512	0.380771174309638	0.380504679394517	4	4	4	7	7	8
Head-SCC	ERP002305.ESR1.MCF7_MRNAHIST	471321	56	0.0743373403145051	20175	4	4	0.61490298821399	0.606121142737142	0.597689054718526	4	4	4	7	8	8
Head-SCC	ENCSR000EWU.ZNF217.MCF7	3089514	56	0.407910478763321	174899	71	24	0.415264350764098	0.426016841705929	0.431838455330227	23	23	23	28	29	31
Head-SCC	ERP000901.NCOA1.MCF7_E2	1949919	56	0.338936334972386	130814	28	20	0.428499581172641	0.435892582599869	0.43760977050094	19	19	19	24	25	26
Head-SCC	ENCSR912NMR.NONO.MCF7	1575698	56	0.411348752190789	177335	64	23	0.563491198936845	0.554595951096598	0.530677041956474	23	23	23	28	29	31
Head-SCC	GSE59530.FOXA1.MCF7_E2_TNF	7217102	56	0.682338548398401	498041	145	44	0.0332253727483285	0.0609555761104175	0.193961700152103	38	38	38	43	44	49
